1,141.0,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.311870933,0.06115783,652864.0,35530.0,54.4,106.3,43.2,4.1,3.2,1.2,20270.0,-2.4,623.2,23.3,23.3,53.3,1458.0,3568.0,-2110.0,61.6,10.0,28.5,8.6,5.3,63.5,61.0,68.6,26.7,4.0,61.6,8.3,42.0,0.3,5.0,8.2,0.3,3.3,91.1,131.6,39.7,70.7,3.7,13.3,27.7,2.1,1513.1
2,109.0,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.201312944,0.039864216,28748.0,2930.0,106.9,101.9,17.4,19.0,-0.1,2.0,11541.0,2.6,3984.2,22.4,26.0,51.7,1962.0,4669.0,-2707.0,41.4,18.3,40.3,15.8,1.7,79.9,75.6,14.6,57.4,2.2,106.4,63.3,130.0,2.0,36.0,5.9,1.3,3.5,111.7,115.5,92.5,98.8,68.1,48.7,22.9,28.2,8.8
3,53.0,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.069436647,0.14609611,2381741.0,41318.0,17.3,102.0,29.3,9.4,2.0,0.6,164779.0,3.8,4154.1,12.2,37.3,50.5,29992.0,47091.0,-17099.0,10.8,34.5,54.7,11.4,3.0,76.5,74.1,27.7,70.7,2.8,113.0,38.2,135.0,3.7,55.0,7.2,0,0,112.7,119.5,101.7,98.1,45.1,28.9,31.6,0.8,99.8
4,140.0,3.795000076,0.85842818,1.10441196,0.049868666,0.0,0.09792649,0.069720335,1246700.0,29784.0,23.9,96.2,46.8,4.0,3.5,0.4,117955.0,3.0,4714.1,6.8,51.2,42.0,21011.0,8790.0,12221.0,4.2,37.6,58.2,6.6,6.0,63.0,57.4,65.4,44.1,5.0,60.8,12.4,146.0,1.4,25.0,3.3,0,0,100.4,156.9,22.7,35.1,8.2,10.4,38.2,46.5,45.7
5,24.0,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.109457061,0.059739888,2780400.0,44271.0,16.2,95.9,24.9,15.4,1.0,4.8,632343.0,2.4,14564.5,6.0,27.8,66.2,57733.0,55610.0,2124.0,2.0,24.8,73.1,6.5,2.3,79.8,72.2,13.7,91.8,1.0,143.9,69.4,256.0,4.7,85.0,4.8,3.8,5.3,109.8,110.2,110.3,103.4,102.9,63.5,38.9,10.0,5.0
2,121.0,4.375999928,0.900596738,1.007483721,0.637524426,0.198303267,0.083488092,0.026674422,29743.0,2930.0,102.9,88.8,20.0,16.9,0.3,6.3,10529.0,3.0,3489.1,19.0,28.3,52.8,1776.0,3230.0,-1455.0,35.0,15.7,49.3,16.6,1.6,77.0,70.6,13.2,62.7,-0.1,115.2,58.2,114.0,1.8,46.0,4.5,2.8,2.8,98.5,98.5,89.0,88.1,46.9,41.6,9.9,11.7,19.3
6,10.0,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,7692060.0,24451.0,3.2,99.3,19.0,21.0,1.5,28.2,1230859.0,2.4,51352.2,2.5,26.5,71.1,189630.0,189406.0,224.0,2.7,21.2,76.1,5.5,1.9,84.4,80.2,3.9,89.4,1.5,132.8,84.6,948.0,15.3,222.0,9.4,3.4,5.2,102.1,102.3,133.6,141.3,106.3,75.4,28.7,16.2,58.2
7,13.0,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,83871.0,8736.0,106.0,96.2,14.1,25.1,0.6,17.5,376967.0,1.0,44117.7,1.3,28.3,70.4,145503.0,149299.0,-3795.0,4.7,25.6,69.7,6.2,1.4,83.5,78.4,3.3,66.0,0.4,157.4,83.9,118.0,6.9,158.0,11.2,5.2,5.5,102.2,103.7,97.6,102.4,89.2,74.3,30.6,46.9,166.4
2,85.0,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.04526934,0.180987507,86600.0,9828.0,118.9,99.3,23.3,10.1,1.3,2.7,53049.0,0.7,5438.7,6.7,49.9,43.4,9143.0,8532.0,611.0,36.7,14.2,49.1,5.2,2.1,74.6,68.6,31.4,54.6,1.6,111.3,77.0,97.0,3.9,61.0,6.0,3.4,2.6,105.6,107.4,0,0,27.5,23.6,16.8,13.5,623.3
3,41.0,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.172668487,0.25704217,771.0,1493.0,1963.9,168.3,19.7,4.6,2.0,51.1,31126.0,2.9,22600.2,0.3,40.7,59.0,12892.0,14749.0,-1856.0,1.0,33.4,65.6,1.3,2.1,77.5,75.6,6.9,88.8,1.7,185.3,93.5,36.0,23.0,413.0,5.0,0.9,2.7,101.8,100.6,101.9,102.4,59.4,30.9,7.5,0.8,0.4
1,110.0,4.607999802,0.586682975,0.735131741,0.533241034,0.478356659,0.172255352,0.123717859,147570.0,164670.0,1265.0,101.7,28.4,7.3,1.2,0.9,194466.0,6.6,1207.9,15.5,28.1,56.3,36031.0,52624.0,-16593.0,40.6,19.1,40.3,4.0,2.2,72.9,69.8,33.3,34.3,3.6,83.4,14.4,151.0,0.5,11.0,2.8,0.4,1.9,125.1,116.0,67.4,59.8,11.4,15.4,20.3,11.0,233.0
2,67.0,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.155137509,0.156313822,207600.0,9468.0,46.7,87.0,16.7,21.3,0,11.4,54609.0,-3.9,5750.8,7.5,38.9,53.6,23414.0,27464.0,-4050.0,9.6,32.0,58.4,0.5,1.6,77.7,66.5,3.6,76.7,0,123.6,62.2,25.0,6.7,122.0,5.7,4.1,4.9,101.3,101.4,106.4,107.8,100.7,75.9,34.5,42.5,7.9
7,17.0,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,30528.0,11429.0,377.5,97.3,17.1,24.6,0.6,12.3,455107.0,1.5,40277.8,0.7,22.2,77.1,398033.0,372713.0,25321.0,1.2,21.2,77.6,8.3,1.8,83.0,78.0,3.5,97.9,0.5,115.7,85.1,37.0,8.3,196.0,10.6,3.0,6.6,104.2,104.2,177.7,156.4,85.4,65.0,38.0,22.6,63.8
5,50.0,5.955999851,0.907975316,1.081417799,0.450191766,0.547509372,0.240015641,0.096581072,22966.0,375.0,16.4,99.2,31.4,6.2,2.2,15.0,1721.0,1.2,4789.4,14.6,18.5,66.9,246.0,952.0,-706.0,16.1,15.9,67.9,11.5,2.6,72.7,67.2,14.3,44.0,1.9,48.9,41.6,117.0,1.4,36.0,5.8,0,6.4,110.4,115.8,81.8,79.8,28.7,17.9,9.4,60.1,3.1
4,143.0,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.207948461,0.060929015,114763.0,11176.0,99.1,99.5,42.7,5.0,2.8,2.3,8476.0,5.2,779.1,23.2,24.9,51.9,410.0,2630.0,-2220.0,43.2,10.2,46.6,1.0,5.2,61.4,58.5,67.7,44.0,3.7,85.6,6.8,88.0,0.6,17.0,4.6,0.1,4.4,123.7,134.2,46.8,66.7,8.4,22.4,7.2,38.7,0.8
1,97.0,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.474054545,0.17338039,38394.0,808.0,21.2,113.1,26.5,7.3,1.6,6.6,2074.0,5.2,2677.1,17.2,43.9,38.8,616.0,1688.0,-1072.0,56.6,9.7,33.7,2.4,2.2,68.9,68.6,30.5,38.6,3.7,87.1,39.8,71.0,1.3,82.0,3.6,0.3,7.4,96.9,96.6,87.1,81.4,9.2,12.6,8.5,72.0,0
5,58.0,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.225560725,0.060477726,1098581.0,11052.0,10.2,100.2,31.6,9.5,1.6,1.3,32998.0,4.8,3076.8,12.6,31.0,56.5,6969.0,8374.0,-1405.0,29.5,21.1,49.4,3.8,3.0,70.2,65.3,42.9,68.5,2.3,92.2,45.1,231.0,1.9,32.0,6.3,0.5,7.3,95.7,98.5,85.7,87.1,0,0,53.1,50.8,0.8
2,90.0,5.18200016,0.982409418,1.069335938,0.705186307,0.204403177,0.328867495,0.0,51209.0,3507.0,68.8,96.4,14.1,23.4,-1.0,0.9,16251.0,3.1,4265.0,7.3,26.5,66.2,5327.0,9130.0,-3803.0,18.0,30.4,51.7,25.4,1.3,78.8,73.7,7.6,39.8,0.1,90.2,65.1,91.0,5.8,85.0,9.6,1.9,0,0,0,0,0,0,0,21.4,42.7,157.6
4,142.0,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.099348448,0.098583199,582000.0,2292.0,4.0,97.7,31.4,6.4,1.8,7.1,14391.0,-0.3,6360.6,2.4,33.4,64.2,7321.0,6103.0,1218.0,25.7,14.9,59.4,18.6,2.9,66.1,59.8,35.2,57.4,1.3,169.0,27.5,28.0,3.2,44.0,5.4,0.4,0,105.8,109.4,0,0,27.7,19.2,9.5,19.3,2.8
5,22.0,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,8515767.0,209288.0,25.0,96.6,21.7,12.6,0.9,0.3,1772591.0,-3.8,8528.3,5.2,22.7,72.0,185235.0,137552.0,47683.0,15.2,21.5,63.2,12.4,1.8,78.4,71.0,15.8,85.7,1.2,126.6,59.1,990.0,2.6,61.0,8.3,1.9,6.0,113.8,116.8,102.2,97.2,59.3,42.4,10.7,59.2,41.1
2,105.0,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.113177694,0.011051531,111002.0,7085.0,65.3,94.6,14.2,27.7,-0.6,1.4,48953.0,3.0,6846.8,5.1,27.6,67.2,26088.0,28875.0,-2787.0,6.5,29.4,64.1,8.1,1.5,77.8,70.8,8.3,73.9,-0.3,129.3,56.7,104.0,5.9,103.0,8.4,4.0,4.1,96.7,97.7,97.4,100.5,82.9,65.4,19.2,35.1,33.7
4,134.0,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.250864685,0.120328106,272967.0,19193.0,70.2,99.5,45.2,3.9,3.0,3.9,11065.0,4.1,611.1,34.5,21.8,43.7,2019.0,3699.0,-1680.0,80.0,4.9,15.1,2.9,5.6,59.3,58.0,64.8,29.9,5.9,80.6,11.4,31.0,0.1,9.0,5.0,0,4.1,86.1,89.9,32.2,35.1,3.8,7.3,11.0,19.8,32.7
4,154.0,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.204435185,0.084147945,27830.0,10864.0,423.1,96.9,45.0,4.4,3.0,2.6,2735.0,-4.1,244.6,36.3,13.9,49.8,123.0,625.0,-502.0,91.1,2.6,6.3,1.7,6.0,58.0,54.2,77.8,12.1,5.7,46.2,4.9,61.0,0,6.0,7.5,0,5.4,124.5,123.1,40.5,44.5,2.4,7.7,36.4,10.6,103.2
8,129.0,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.385922968,0.068105951,181035.0,16005.0,90.7,95.3,31.3,7.1,1.6,0.5,18050.0,7.0,1158.7,28.2,29.4,42.3,13204.0,15313.0,-2109.0,42.4,19.6,38.0,0.3,2.7,69.6,65.5,29.9,20.7,2.6,133.0,19.0,255.0,0.4,17.0,5.7,0.2,1.9,116.2,117.1,0,0,11.8,14.3,20.3,54.3,0.3
4,107.0,4.695000172,0.564305365,0.946018219,0.132892117,0.430388749,0.236298457,0.051306631,475650.0,24054.0,50.9,100.2,42.7,4.8,2.7,1.6,28416.0,5.8,1217.3,22.7,28.3,49.1,2130.0,4899.0,-2768.0,61.8,8.7,29.5,4.6,5.0,57.7,55.1,67.5,54.4,3.6,71.8,20.7,775.0,0.3,14.0,4.1,0,3.0,110.7,123.5,53.5,62.6,15.2,19.7,31.1,40.3,544.9
